Transaction_date,Quantity,Subtotal,Taxes,DiscountPrice,TotalAmount,Payment_Method,Products_ProductID,CustomerCart_CustomerID,Cashier_CashierID
2015-07-10,5,91.20,5.13,9.12,96.33,Debitcard,OFF-BI-10003655,Ted,1
2015-07-10,5,14.46,0.90,0.00,15.36,netbanking,OFF-BI-10004728,Joel,3
2015-07-10,5,601.65,26.32,180.50,627.97,"Credit card",OFF-ST-10001526,Eric,1
2015-07-10,3,38.98,2.19,3.90,41.17,EMI,OFF-ST-10001558,Steve,2
2015-07-10,3,69.60,3.92,6.96,73.52,EMI,TEC-AC-10002345,Claire,2
2015-07-10,5,199.92,11.25,19.99,211.17,"Credit card",TEC-PH-10004188,Andrew,1
2015-07-11,2,410.67,21.82,61.60,432.48,Debitcard,FUR-BO-10002824,Paul,2
2015-07-11,3,383.29,16.77,114.99,400.06,netbanking,FUR-CH-10003968,Ruben,2
2015-07-12,4,399.67,19.98,79.93,419.66,EMI,FUR-TA-10001520,Ruben,1
2015-07-12,7,44.21,2.76,0.00,46.98,EMI,OFF-BI-10004492,Paul,1
2015-07-12,2,572.80,30.43,85.92,603.23,EMI,TEC-PH-10001817,Steve,1
2015-07-13,8,780.54,39.03,156.11,819.57,netbanking,FUR-CH-10003833,Ruben,2
2015-07-13,6,95.04,5.35,9.50,100.39,netbanking,FUR-FU-10003142,Claire,2
2015-07-13,7,136.78,7.69,13.68,144.47,netbanking,FUR-FU-10004848,Karen,2
2015-07-13,2,97.26,5.47,9.73,102.74,Debitcard,OFF-AP-10002684,Ted,2
2015-07-13,5,13.90,0.87,0.00,14.77,netbanking,OFF-AR-10003732,Ted,2
2015-07-13,3,49.18,2.77,4.92,51.94,Cash,OFF-BI-10001597,Claire,3
2015-07-13,3,49.18,2.77,4.92,51.94,"Credit card",OFF-BI-10001597,Ken,2
2015-07-13,4,19.44,1.22,0.00,20.66,netbanking,OFF-BI-10003669,Matt,2
2015-07-13,3,1.67,0.10,0.00,1.77,netbanking,OFF-BI-10004022,Sean,2
2015-07-13,2,13.16,0.82,0.00,13.98,Cash,OFF-PA-10001609,Emily,3
2015-07-13,3,59.94,3.37,5.99,63.31,"Credit card",OFF-PA-10001763,Janet,2
2015-07-14,2,363.92,15.92,109.18,379.84,COD,FUR-FU-10002918,Irene,2
2015-07-14,3,10.32,0.65,0.00,10.97,netbanking,OFF-AR-10000657,Andrew,3
2015-07-14,4,126.98,7.14,12.70,134.12,COD,OFF-AR-10002987,Matt,2
2015-07-14,6,26.21,1.64,0.00,27.85,COD,OFF-BI-10001634,Alejandro,2
2015-07-14,3,33.64,1.89,3.36,35.53,COD,OFF-BI-10002854,Pete,2
2015-07-14,9,61.34,3.83,0.00,65.18,COD,OFF-BI-10004001,Pete,2
2015-07-14,4,31.60,1.98,0.00,33.58,COD,OFF-FA-10002763,Ted,2
2015-07-14,3,24.78,1.55,0.00,26.33,COD,OFF-LA-10000476,Kunst,2
2015-07-14,7,98.21,5.52,9.82,103.73,COD,OFF-ST-10003722,Steve,2
2015-07-14,3,1115.93,59.28,167.39,1175.21,COD,TEC-MA-10002428,Erin,2
2015-07-14,3,809.95,43.03,121.49,852.97,EMI,TEC-PH-10003072,Harold,2
2015-07-15,9,1716.48,75.10,514.94,1791.58,COD,FUR-CH-10000595,Linda,1
2015-07-15,2,2.95,0.18,0.00,3.14,COD,OFF-BI-10000320,Emily,1
2015-07-15,6,41.57,2.60,0.00,44.17,"Credit card",OFF-BI-10001765,Patrick,2
2015-07-15,6,38.88,2.43,0.00,41.31,netbanking,OFF-PA-10000019,Paul,3
2015-07-15,2,9.96,0.62,0.00,10.58,COD,OFF-PA-10000349,Ken,1
2015-07-16,6,2697.41,143.30,404.61,2840.71,EMI,FUR-CH-10003312,Paul,1
2015-07-16,3,1225.27,65.09,183.79,1290.36,EMI,FUR-CH-10004086,Harold,1
2015-07-17,9,438.41,24.66,43.84,463.07,Debitcard,FUR-CH-10004477,Alejandro,1
2015-07-17,1,7.76,0.49,0.00,8.25,Debitcard,FUR-FU-10001861,Odella,1
2015-07-17,3,8.64,0.54,0.00,9.18,Debitcard,OFF-AR-10003190,Erin,1
2015-07-17,2,3.86,0.24,0.00,4.10,Debitcard,OFF-BI-10003314,Odella,1
2015-07-17,7,403.16,20.16,80.63,423.32,Debitcard,TEC-PH-10000526,Ken,1
2015-07-17,2,148.48,7.42,29.70,155.90,Debitcard,TEC-PH-10003505,Darrin,1
2015-07-17,4,1977.50,105.05,296.63,2082.56,Debitcard,TEC-PH-10003963,Zuschuss,1
2015-07-19,2,312.75,13.68,93.82,326.43,EMI,FUR-BO-10003159,Ken,2
2015-07-19,3,194.11,9.71,38.82,203.82,COD,OFF-PA-10000501,Claire,1
2015-07-19,10,479.92,27.00,47.99,506.92,COD,TEC-AC-10001990,Darren,1
2015-07-20,5,231.92,13.05,23.19,244.97,COD,FUR-BO-10004709,Karen,1
2015-07-20,1,120.78,5.28,36.24,126.07,Cash,FUR-CH-10004853,Brosina,3
2015-07-20,1,2.03,0.13,0.00,2.15,Debitcard,OFF-BI-10004352,Harold,2
2015-07-20,9,137.25,7.72,13.73,144.97,Cash,OFF-EN-10000483,Zuschuss,3
2015-07-20,4,9.22,0.58,0.00,9.79,Cash,OFF-FA-10001332,Linda,3
2015-07-25,7,106.75,6.00,10.68,112.75,"Credit card",OFF-EN-10000483,Ruben,3
2015-07-25,5,52.80,2.97,5.28,55.77,"Credit card",OFF-PA-10000528,Ken,3
2015-07-25,2,195.64,9.78,39.13,205.42,"Credit card",OFF-PA-10003129,Lena,3
2015-07-25,1,34.76,1.96,3.48,36.72,"Credit card",OFF-ST-10000464,Ted,3
2015-07-25,5,226.24,12.73,22.62,238.97,"Credit card",OFF-ST-10003442,Matt,3
2015-07-25,5,831.20,36.37,249.36,867.57,"Credit card",TEC-AC-10002253,Andrew,3
2015-07-26,3,2.63,0.16,0.00,2.79,Debitcard,OFF-BI-10003460,Darrin,1
2015-07-27,5,1797.50,95.49,269.62,1892.99,COD,FUR-BO-10002213,Irene,2
2015-07-27,5,2609.80,138.65,391.47,2748.45,"Credit card",FUR-BO-10002545,Steve,1
2015-07-27,4,1539.78,81.80,230.97,1621.58,"Credit card",FUR-BO-10004690,Pete,1
2015-07-27,2,701.96,37.29,105.29,739.25,COD,FUR-CH-10001854,Sean,2
2015-07-27,3,206.11,10.31,41.22,216.42,EMI,FUR-FU-10002253,Paul,1
2015-07-27,3,68.94,3.88,6.89,72.82,EMI,OFF-AP-10002892,Brosina,1
2015-07-27,5,8.64,0.54,0.00,9.18,"Credit card",OFF-BI-10000546,Linda,1
2015-07-27,2,18.84,1.18,0.00,20.02,COD,OFF-FA-10004395,Erin,2
2015-07-27,2,25.92,1.46,2.59,27.38,COD,OFF-PA-10004782,Janet,2
2015-07-27,2,307.17,13.44,92.15,320.61,"Credit card",TEC-PH-10001557,Irene,1
2015-07-28,3,786.33,41.77,117.95,828.10,COD,FUR-TA-10002356,Harold,3
2015-07-29,4,67.14,3.78,6.71,70.91,Debitcard,OFF-BI-10001524,Lena,1
2015-07-31,3,12.67,0.79,0.00,13.46,netbanking,FUR-FU-10003274,Patrick,1
2015-07-31,7,1272.58,55.68,381.77,1328.25,Debitcard,FUR-TA-10002903,Paul,2
2015-07-31,3,4.10,0.26,0.00,4.35,netbanking,OFF-BI-10002557,Ken,1
2015-07-31,3,31.10,1.75,3.11,32.85,Debitcard,OFF-PA-10004621,Gene,2
2015-07-31,7,1847.72,98.16,277.16,1945.88,Debitcard,TEC-AC-10003033,Brendan,2
2015-07-31,7,209.93,11.81,20.99,221.74,netbanking,TEC-AC-10003628,Irene,1
2015-08-02,2,268.58,11.75,80.57,280.33,EMI,OFF-EN-10002230,Andrew,1
2015-08-03,4,154.48,8.69,15.45,163.17,COD,OFF-ST-10000943,Tracy,3
2015-08-05,1,110.98,4.86,33.29,115.84,Cash,FUR-CH-10001973,Gene,3
2015-08-05,2,13.44,0.84,0.00,14.28,Cash,OFF-PA-10001307,Pete,3
2015-08-05,2,159.98,8.00,32.00,167.98,Cash,TEC-AC-10004571,Kunst,3
2015-08-05,3,103.08,5.80,10.31,108.88,Cash,TEC-PH-10001527,Matt,3
2015-08-06,2,7.96,0.50,0.00,8.46,EMI,OFF-BI-10002003,Brosina,3
2015-08-06,6,383.52,19.18,76.70,402.70,EMI,TEC-AC-10004469,Zuschuss,3
2015-08-06,2,837.60,44.50,125.64,882.10,EMI,TEC-MA-10001972,Karen,3
2015-08-07,6,2261.20,120.13,339.18,2381.32,"Credit card",FUR-TA-10003715,Odella,1
2015-08-07,4,5.38,0.34,0.00,5.71,"Credit card",OFF-AR-10001868,Linda,1
2015-08-08,1,144.78,6.33,43.44,151.12,Debitcard,FUR-CH-10000785,Emily,1
2015-08-08,3,340.70,14.91,102.21,355.61,"Credit card",FUR-FU-10000305,Joel,2
2015-08-08,4,56.80,3.20,5.68,60.00,"Credit card",OFF-BI-10002215,Gene,2
2015-08-08,2,2.73,0.17,0.00,2.90,Debitcard,OFF-BI-10002557,Ruben,1
2015-08-08,2,6.61,0.41,0.00,7.02,Debitcard,OFF-BI-10004970,Henry,1
2015-08-08,3,34.02,1.91,3.40,35.93,netbanking,OFF-PA-10004156,Alejandro,3
2015-08-11,1,3.30,0.21,0.00,3.51,Cash,OFF-BI-10004970,Steve,2
2015-08-12,2,9.86,0.62,0.00,10.47,COD,FUR-FU-10001706,Darren,2
2015-08-12,3,141.12,7.94,14.11,149.06,COD,FUR-FU-10002157,Kunst,2
2015-08-12,9,319.01,17.94,31.90,336.95,COD,FUR-TA-10002607,Henry,2
2015-08-12,2,913.18,48.51,136.98,961.69,COD,OFF-BI-10000545,Brendan,2
2015-08-12,3,14.36,0.90,0.00,15.26,COD,OFF-BI-10002194,Karen,3
2015-08-12,3,17.04,1.07,0.00,18.11,COD,OFF-FA-10000992,Karen,2
2015-08-12,3,143.70,8.08,14.37,151.78,COD,OFF-PA-10001357,Joel,2
2015-08-12,2,83.92,4.72,8.39,88.64,COD,OFF-ST-10000642,Harold,2
2015-08-12,4,991.20,52.66,148.68,1043.86,COD,TEC-AC-10002600,Brendan,2
2015-08-12,5,1959.90,104.12,293.99,2064.02,COD,TEC-PH-10000984,Henry,2
2015-08-12,2,492.77,26.18,73.92,518.95,COD,TEC-PH-10003012,Patrick,2
2015-08-13,5,1924.72,102.25,288.71,2026.97,"Credit card",FUR-BO-10004690,Ruben,2
2015-08-14,2,9.22,0.58,0.00,9.79,COD,OFF-LA-10001613,Harold,2
2015-08-16,5,497.96,24.90,99.59,522.86,netbanking,FUR-TA-10003748,Paul,1
2015-08-16,1,2.20,0.14,0.00,2.34,netbanking,OFF-AR-10001026,Patrick,1
2015-08-16,3,71.50,4.02,7.15,75.52,Cash,OFF-AR-10001915,Ken,3
2015-08-16,4,82.80,4.66,8.28,87.46,Cash,OFF-LA-10002043,Brendan,3
2015-08-16,1,3.00,0.19,0.00,3.19,Cash,OFF-LA-10002787,Brendan,3
2015-08-16,1,21.98,1.24,2.20,23.22,netbanking,OFF-ST-10002485,Janet,1
2015-08-17,3,11.28,0.71,0.00,11.99,EMI,OFF-BI-10004187,Harold,2
2015-08-19,7,104.23,5.86,10.42,110.09,"Credit card",FUR-FU-10004018,Janet,2
2015-08-19,2,516.96,27.46,77.54,544.42,"Credit card",OFF-ST-10000046,Claire,1
2015-08-19,3,140.52,7.90,14.05,148.42,"Credit card",OFF-ST-10003638,Eric,2
2015-08-20,5,50.80,2.86,5.08,53.66,COD,OFF-AR-10003156,Kunst,3
2015-08-21,9,52.20,3.26,0.00,55.46,COD,OFF-BI-10002412,Andrew,2
2015-08-22,1,2.30,0.14,0.00,2.45,"Credit card",OFF-AR-10002255,Sean,1
2015-08-22,2,6.30,0.39,0.00,6.69,"Credit card",OFF-LA-10000452,Alejandro,1
2015-08-22,8,391.28,22.01,39.13,413.29,"Credit card",OFF-PA-10001878,Ken,1
2015-08-22,5,2349.95,124.84,352.49,2474.79,"Credit card",TEC-PH-10002624,Matt,1
2015-08-23,3,1224.02,65.03,183.60,1289.04,COD,FUR-CH-10002335,Darren,3
2015-08-23,2,11.54,0.72,0.00,12.26,"Credit card",OFF-AP-10000696,Sandra,2
2015-08-23,8,24.06,1.50,0.00,25.57,"Credit card",OFF-FA-10003021,Ken,2
2015-08-23,3,59.94,3.37,5.99,63.31,COD,OFF-PA-10000157,Henry,3
2015-08-23,2,10.37,0.65,0.00,11.02,"Credit card",OFF-PA-10000809,Claire,2
2015-08-23,4,38.27,2.39,0.00,40.66,COD,OFF-PA-10001947,Ruben,3
2015-08-23,1,4.28,0.27,0.00,4.55,COD,OFF-PA-10003657,Patrick,3
2015-08-23,4,95.04,5.35,9.50,100.39,"Credit card",OFF-SU-10004231,Emily,2
2015-08-25,6,56.38,3.52,0.00,59.90,Debitcard,OFF-BI-10003694,Paul,1
2015-08-26,6,3518.39,186.91,527.76,3705.30,Cash,FUR-BO-10003893,Pete,1
2015-08-26,4,13.22,0.83,0.00,14.04,EMI,OFF-AR-10000390,Paul,1
2015-08-26,1,64.78,3.24,12.96,68.02,Cash,OFF-ST-10000736,Matt,1
2015-08-28,2,284.36,12.44,85.31,296.80,COD,FUR-TA-10001539,Henry,1
2015-08-28,5,1050.04,55.78,157.51,1105.82,Debitcard,FUR-TA-10001768,Alejandro,1
2015-08-28,3,542.94,23.75,162.88,566.69,Cash,OFF-AP-10000828,Zuschuss,3
2015-08-28,3,25.86,1.62,0.00,27.48,Cash,OFF-AP-10001492,Brosina,3
2015-08-28,3,8.17,0.51,0.00,8.68,Debitcard,OFF-BI-10003981,Tracy,1
2015-08-28,3,13.82,0.86,0.00,14.69,Cash,OFF-LA-10003190,Emily,3
2015-08-28,5,155.04,8.72,15.50,163.76,Cash,OFF-PA-10002319,Matt,3
2015-08-28,2,195.76,9.79,39.15,205.55,Cash,OFF-PA-10002499,Kunst,3
2015-08-28,5,42.80,2.68,0.00,45.48,Cash,OFF-PA-10003893,Steve,3
2015-08-28,7,999.43,43.73,299.83,1043.16,Debitcard,OFF-ST-10001490,Alejandro,1
2015-08-28,14,1810.20,79.20,543.06,1889.40,Debitcard,OFF-ST-10001511,Henry,1
2015-08-28,2,41.60,2.34,4.16,43.94,COD,TEC-AC-10001266,Tracy,1
2015-08-28,4,127.94,7.20,12.79,135.13,netbanking,TEC-AC-10003289,Henry,2
2015-08-28,9,403.06,22.67,40.31,425.73,Cash,TEC-AC-10004568,Harold,3
2015-08-28,7,8316.00,493.76,415.80,8809.76,netbanking,TEC-MA-10000864,Emily,2
2015-08-28,3,470.38,20.58,141.11,490.95,netbanking,TEC-PH-10001619,Janet,2
2015-08-30,1,40.78,2.29,4.08,43.08,"Credit card",FUR-CH-10002774,Erin,3
2015-08-30,4,105.96,5.96,10.60,111.92,"Credit card",OFF-AP-10002765,Ken,3
2015-08-31,3,775.44,41.20,116.32,816.64,Cash,OFF-ST-10000046,Joel,2
2015-09-01,1,3.08,0.19,0.00,3.27,Cash,OFF-LA-10000134,Paul,3
2015-09-01,5,274.08,13.70,54.82,287.78,Cash,OFF-PA-10002968,Zuschuss,3
2015-09-01,3,65.88,3.71,6.59,69.59,Cash,OFF-SU-10001218,Odella,3
2015-09-01,5,2799.96,148.75,419.99,2948.71,COD,TEC-CO-10001046,Janet,1
2015-09-02,7,3653.72,194.10,548.06,3847.82,EMI,FUR-BO-10002545,Darrin,1
2015-09-02,5,257.33,12.87,51.47,270.19,EMI,OFF-BI-10002735,Brendan,1
2015-09-02,1,36.51,2.05,3.65,38.56,EMI,TEC-AC-10004864,Lena,1
2015-09-02,3,179.98,9.00,36.00,188.98,EMI,TEC-MA-10000597,Sandra,1
2015-09-04,1,1.19,0.07,0.00,1.26,EMI,OFF-BI-10001922,Eric,1
2015-09-04,4,3.59,0.22,0.00,3.82,EMI,OFF-BI-10004140,Sean,1
2015-09-04,2,1919.97,102.00,288.00,2021.97,EMI,TEC-CO-10001449,Odella,1
2015-09-05,2,27.52,1.55,2.75,29.07,netbanking,OFF-AP-10002311,Emily,1
2015-09-05,9,116.64,6.56,11.66,123.20,EMI,OFF-PA-10003441,Paul,2
2015-09-05,1,100.49,4.40,30.15,104.89,netbanking,TEC-PH-10004959,Janet,1
2015-09-07,3,73.10,4.11,7.31,77.22,Cash,FUR-TA-10003837,Steve,3
2015-09-07,6,131.28,7.38,13.13,138.66,EMI,OFF-EN-10001335,Karen,1
2015-09-07,2,22.34,1.26,2.23,23.59,Cash,OFF-ST-10002486,Joel,3
2015-09-07,3,45.42,2.55,4.54,47.97,EMI,OFF-ST-10004963,Brendan,1
2015-09-07,1,666.25,35.39,99.94,701.64,EMI,OFF-SU-10002881,Irene,1
2015-09-07,3,268.75,13.44,53.75,282.19,EMI,TEC-AC-10000109,Andrew,1
2015-09-08,2,113.37,5.67,22.67,119.04,netbanking,FUR-CH-10002372,Erin,3
2015-09-08,1,60.74,3.04,12.15,63.78,netbanking,FUR-CH-10003817,Matt,1
2015-09-08,2,248.72,10.88,74.62,259.60,netbanking,FUR-FU-10000308,Lena,1
2015-09-08,5,91.68,5.16,9.17,96.84,netbanking,OFF-BI-10001510,Emily,1
2015-09-08,2,3.18,0.20,0.00,3.38,netbanking,OFF-BI-10003274,Gene,3
2015-09-08,7,251.23,14.13,25.12,265.36,Cash,OFF-EN-10000927,Pete,2
2015-09-08,2,24.45,1.38,2.44,25.82,Cash,OFF-EN-10004459,Paul,3
2015-09-08,2,6.98,0.44,0.00,7.41,Cash,OFF-PA-10000141,Sandra,3
2015-09-08,5,61.40,3.45,6.14,64.85,Cash,OFF-PA-10001970,Karen,3
2015-09-08,1,120.33,5.26,36.10,125.59,netbanking,OFF-ST-10001526,Henry,1
2015-09-08,6,1742.02,92.54,261.30,1834.56,netbanking,OFF-ST-10003208,Matt,1
2015-09-08,5,1487.88,79.04,223.18,1566.92,Cash,TEC-AC-10002049,Claire,3
2015-09-08,4,74.11,4.17,7.41,78.28,"Credit card",TEC-AC-10003499,Erin,3
2015-09-09,4,967.84,51.42,145.18,1019.26,"Credit card",FUR-BO-10000330,Tracy,3
2015-09-09,3,469.12,20.52,140.74,489.64,"Credit card",FUR-BO-10003159,Irene,3
2015-09-09,2,19.52,1.22,0.00,20.74,Debitcard,OFF-BI-10000962,Henry,1
2015-09-09,6,86.26,4.85,8.63,91.11,"Credit card",OFF-BI-10001900,Harold,3
2015-09-09,3,25.15,1.57,0.00,26.72,COD,OFF-ST-10001325,Patrick,2
2015-09-09,2,14.32,0.90,0.00,15.22,COD,TEC-AC-10003038,Steve,2
2015-09-09,5,207.12,11.65,20.71,218.77,COD,TEC-AC-10003590,Brosina,2
2015-09-10,5,7.24,0.45,0.00,7.69,COD,OFF-FA-10003059,Joel,2
2015-09-11,2,67.88,3.82,6.79,71.70,EMI,FUR-CH-10000553,Irene,3
2015-09-11,5,48.81,3.05,0.00,51.86,netbanking,OFF-BI-10000962,Janet,2
2015-09-11,3,13.41,0.84,0.00,14.25,netbanking,OFF-BI-10003708,Henry,2
2015-09-11,5,42.24,2.64,0.00,44.88,Debitcard,OFF-PA-10002606,Pete,1
2015-09-11,6,67.01,3.77,6.70,70.78,Debitcard,OFF-ST-10002486,Pete,1
2015-09-11,9,138.24,7.78,13.82,146.02,netbanking,OFF-SU-10003567,Joel,2
2015-09-12,3,191.82,9.59,38.36,201.41,"Credit card",FUR-FU-10004748,Andrew,3
2015-09-12,2,4.57,0.29,0.00,4.86,"Credit card",OFF-BI-10002160,Brendan,3
2015-09-12,7,537.54,26.88,107.51,564.42,"Credit card",OFF-ST-10003656,Ted,1
2015-09-13,2,543.53,28.87,81.53,572.40,Cash,FUR-CH-10000665,Lena,3
2015-09-14,2,579.14,30.77,86.87,609.90,Cash,FUR-BO-10004695,Henry,2
2015-09-14,2,61.96,3.49,6.20,65.45,Cash,OFF-AP-10003842,Karen,2
2015-09-14,3,4.92,0.31,0.00,5.23,"Credit card",OFF-BI-10000848,Gene,3
2015-09-14,1,9.52,0.60,0.00,10.12,"Credit card",OFF-BI-10004781,Erin,3
2015-09-14,9,557.64,27.88,111.53,585.52,Cash,OFF-PA-10003039,Steve,2
2015-09-14,4,41.22,2.32,4.12,43.53,"Credit card",OFF-SU-10004498,Joel,3
2015-09-14,6,3959.82,210.37,593.97,4170.19,"Credit card",TEC-PH-10002680,Ted,3
2015-09-15,4,39.28,2.46,0.00,41.74,COD,FUR-FU-10002268,Sean,3
2015-09-15,1,55.97,2.80,11.19,58.77,COD,FUR-FU-10003394,Andrew,3
2015-09-15,9,362.70,20.40,36.27,383.10,Cash,OFF-AR-10004648,Darren,3
2015-09-15,3,13.82,0.86,0.00,14.69,Cash,OFF-LA-10003190,Patrick,3
2015-09-15,3,23.90,1.49,0.00,25.40,netbanking,OFF-PA-10000477,Emily,1
2015-09-15,3,31.10,1.75,3.11,32.85,COD,OFF-PA-10001937,Patrick,3
2015-09-15,2,30.84,1.73,3.08,32.57,COD,OFF-ST-10001321,Steve,3
2015-09-17,8,24.32,1.52,0.00,25.84,EMI,OFF-AR-10000817,Ken,3
2015-09-17,4,10.08,0.63,0.00,10.71,Cash,OFF-LA-10001317,Erin,1
2015-09-17,2,305.38,13.36,91.61,318.74,EMI,OFF-ST-10000025,Sandra,3
2015-09-17,3,431.18,18.86,129.36,450.05,Cash,OFF-ST-10001809,Ted,3
2015-09-17,2,599.98,31.87,90.00,631.85,Cash,TEC-CO-10000971,Gene,1
2015-09-18,7,6064.80,322.19,909.72,6386.99,netbanking,FUR-CH-10000015,Ted,1
2015-09-18,3,106.34,5.98,10.63,112.32,COD,FUR-TA-10002607,Janet,2
2015-09-18,2,14.82,0.93,0.00,15.74,EMI,OFF-AR-10004685,Erin,3
2015-09-18,9,9.72,0.61,0.00,10.33,COD,OFF-BI-10002012,Claire,3
2015-09-18,1,21.74,1.22,2.17,22.97,EMI,OFF-EN-10002504,Brendan,3
2015-09-18,1,1.24,0.08,0.00,1.32,EMI,OFF-FA-10000490,Brendan,3
2015-09-18,2,41.40,2.33,4.14,43.73,EMI,OFF-LA-10002043,Patrick,3
2015-09-18,5,69.36,3.90,6.94,73.26,EMI,OFF-PA-10002464,Odella,3
2015-09-18,6,792.96,34.69,237.89,827.65,COD,OFF-ST-10000585,Emily,3
2015-09-18,2,169.57,8.48,33.91,178.05,EMI,OFF-ST-10001713,Claire,3
2015-09-18,4,399.92,20.00,79.98,419.92,netbanking,TEC-AC-10001314,Steve,1
2015-09-18,2,879.98,46.75,132.00,926.73,COD,TEC-CO-10001571,Irene,3
2015-09-19,1,46.38,2.61,4.64,48.99,Cash,FUR-BO-10004709,Joel,3
2015-09-19,7,845.49,36.99,253.65,882.48,netbanking,FUR-CH-10004853,Steve,2
2015-09-19,5,456.38,22.82,91.28,479.19,Debitcard,FUR-TA-10003008,Sandra,1
2015-09-19,2,962.35,51.12,144.35,1013.48,netbanking,FUR-TA-10003569,Kunst,2
2015-09-19,3,59.90,3.37,5.99,63.27,Cash,OFF-BI-10002082,Ruben,3
2015-09-19,2,25.92,1.46,2.59,27.38,Cash,OFF-PA-10002365,Janet,3
2015-09-19,5,77.76,4.37,7.78,82.13,Cash,OFF-PA-10004100,Irene,2
2015-09-19,3,71.96,4.05,7.20,76.01,netbanking,TEC-PH-10003187,Darren,2
2015-09-20,3,18.77,1.17,0.00,19.95,Cash,OFF-BI-10001628,Emily,3
2015-09-21,7,10483.66,622.47,524.18,11106.13,Debitcard,FUR-BO-10004834,Karen,3
2015-09-21,2,43.87,2.47,4.39,46.34,"Credit card",FUR-FU-10003535,Sandra,3
2015-09-21,2,170.60,8.53,34.12,179.13,EMI,FUR-FU-10004006,Joel,3
2015-09-21,3,58.62,3.30,5.86,61.92,Debitcard,FUR-FU-10004848,Ruben,3
2015-09-21,2,401.59,21.33,60.24,422.92,EMI,FUR-TA-10004154,Zuschuss,1
2015-09-21,2,15.76,0.99,0.00,16.75,Debitcard,OFF-AR-10001683,Darrin,3
2015-09-21,6,215.76,12.14,21.58,227.90,Debitcard,OFF-AR-10004042,Odella,3
2015-09-21,3,19.76,1.24,0.00,21.00,"Credit card",OFF-BI-10000088,Irene,3
2015-09-21,2,19.24,1.20,0.00,20.44,Debitcard,OFF-BI-10000474,Eric,3
2015-09-21,6,9.14,0.57,0.00,9.72,Debitcard,OFF-BI-10001525,Claire,3
2015-09-21,2,3.26,0.20,0.00,3.47,Debitcard,OFF-EN-10001509,Erin,3
2015-09-22,2,204.60,8.95,61.38,213.55,COD,FUR-FU-10004188,Karen,3
2015-09-22,4,79.68,4.48,7.97,84.16,"Credit card",OFF-PA-10001450,Paul,2
2015-09-22,14,321.44,18.08,32.14,339.52,"Credit card",OFF-PA-10004530,Kunst,2
2015-09-22,2,5.84,0.37,0.00,6.21,"Credit card",OFF-SU-10001574,Brendan,2
2015-09-23,4,1804.61,95.87,270.69,1900.48,EMI,FUR-CH-10004997,Irene,2
2015-09-23,2,39.04,2.20,3.90,41.24,COD,FUR-FU-10001591,Matt,3
2015-09-23,2,9.34,0.58,0.00,9.93,COD,OFF-AR-10003602,Joel,3
2015-09-23,4,39.05,2.44,0.00,41.49,COD,OFF-BI-10000962,Erin,3
2015-09-23,2,15.80,0.99,0.00,16.79,EMI,OFF-FA-10002763,Janet,2
2015-09-23,7,509.49,25.47,101.90,534.96,COD,OFF-ST-10004123,Irene,3
2015-09-23,2,31.02,1.74,3.10,32.76,COD,OFF-ST-10004950,Steve,3
2015-09-23,2,27.04,1.52,2.70,28.56,COD,OFF-SU-10004782,Tracy,3
2015-09-23,3,108.96,6.13,10.90,115.09,"Credit card",TEC-AC-10001465,Matt,1
2015-09-23,9,896.40,44.82,179.28,941.22,Debitcard,TEC-AC-10003198,Lena,2
2015-09-23,1,499.99,26.56,75.00,526.55,COD,TEC-PH-10000730,Darren,3
2015-09-23,7,2519.86,133.87,377.98,2653.73,COD,TEC-PH-10000895,Tracy,3
2015-09-24,2,123.92,6.20,24.78,130.12,netbanking,FUR-BO-10003433,Andrew,2
2015-09-24,4,19.71,1.23,0.00,20.94,Cash,FUR-FU-10001706,Henry,2
2015-09-24,2,37.08,2.09,3.71,39.17,Cash,OFF-PA-10001776,Brosina,2
2015-09-24,3,302.40,13.23,90.72,315.63,Cash,TEC-AC-10004353,Sandra,2
2015-09-24,7,2365.86,125.69,354.88,2491.55,Cash,TEC-PH-10002922,Darrin,2
2015-09-26,3,434.35,19.00,130.31,453.35,netbanking,FUR-CH-10000785,Lena,1
2015-09-26,2,71.92,4.05,7.19,75.97,netbanking,OFF-AR-10004042,Ruben,1
2015-09-26,3,5.61,0.35,0.00,5.96,netbanking,OFF-BI-10001097,Paul,1
2015-09-26,4,66.36,3.73,6.64,70.09,EMI,TEC-AC-10000682,Janet,1
2015-09-26,2,943.84,50.14,141.58,993.98,netbanking,TEC-PH-10002415,Sean,1
2015-09-27,4,194.32,10.93,19.43,205.25,EMI,FUR-BO-10000468,Kunst,3
2015-09-27,2,6.85,0.43,0.00,7.28,EMI,OFF-AR-10000634,Gene,3
2015-09-27,1,25.99,1.46,2.60,27.45,EMI,OFF-AR-10001044,Claire,3
2015-09-27,6,159.79,8.99,15.98,168.78,COD,OFF-ST-10003123,Brendan,1
2015-09-27,6,657.55,28.77,197.27,686.32,netbanking,TEC-PH-10004120,Irene,2
2015-09-28,10,1126.48,49.28,337.94,1175.76,COD,FUR-CH-10000988,Lena,3
2015-09-28,4,6.10,0.38,0.00,6.48,COD,OFF-BI-10001525,Tracy,3
2015-09-28,3,5.78,0.36,0.00,6.15,EMI,OFF-BI-10003314,Sean,2
2015-09-28,5,9.36,0.59,0.00,9.95,Debitcard,OFF-BI-10004967,Tracy,3
